Date,Province,New Cases,New Deaths,Total Cases,Total Deaths,Total Recovered
2/17/2022,Sulawesi Tenggara,313,0,22265,534,19854
2/17/2022,Sulawesi Utara,1031,1,39888,1073,34090
2/17/2022,Sumatera Barat,521,2,93439,2161,88318
2/17/2022,Sumatera Selatan,1291,4,67641,3102,57619
2/17/2022,Sumatera Utara,2002,3,117881,2913,104755
2/18/2022,Aceh,94,1,39239,2074,36516
2/18/2022,Bali,1041,12,146547,4256,124770
2/18/2022,Banten,5343,5,235794,2774,164837
2/18/2022,Bengkulu,218,0,24614,477,22759
2/18/2022,DKI Jakarta,8189,43,1112088,14291,1034544
2/18/2022,Daerah Istimewa Yogyakarta,1633,5,169762,5304,152931
2/18/2022,Gorontalo,70,0,12266,461,11436
2/18/2022,Jambi,325,2,31355,791,29229
2/18/2022,Jawa Barat,13780,13,900911,14891,728756
2/18/2022,Jawa Tengah,5903,48,529922,30651,467767
2/18/2022,Jawa Timur,8037,36,477147,29959,416525
2/18/2022,Kalimantan Barat,705,0,46110,1067,42301
2/18/2022,Kalimantan Selatan,561,6,77489,2432,69351
2/18/2022,Kalimantan Tengah,354,2,48637,1442,44673
2/18/2022,Kalimantan Timur,1608,1,168841,5474,154970
2/18/2022,Kalimantan Utara,102,0,36516,811,35202
2/18/2022,Kepulauan Bangka Belitung,310,1,54731,1470,51431
2/18/2022,Kepulauan Riau,573,1,58052,1753,53471
2/18/2022,Lampung,871,4,56776,3899,45938
2/18/2022,Maluku,105,2,17970,278,15306
2/18/2022,Maluku Utara,69,1,12614,306,11846
2/18/2022,Nusa Tenggara Barat,289,5,33316,843,28238
2/18/2022,Nusa Tenggara Timur,399,0,67123,1357,63581
2/18/2022,Papua,646,0,42381,562,33719
2/18/2022,Papua Barat,261,0,27008,359,24125
2/18/2022,Riau,938,5,134151,4132,125425
2/18/2022,Sulawesi Barat,28,0,12695,350,12059
2/18/2022,Sulawesi Selatan,1863,10,120645,2270,108649
2/18/2022,Sulawesi Tengah,311,0,48810,1617,45878
2/18/2022,Sulawesi Tenggara,214,1,22479,535,19936
2/18/2022,Sulawesi Utara,963,0,40851,1073,34120
2/18/2022,Sumatera Barat,654,0,94093,2161,88423
2/18/2022,Sumatera Selatan,974,4,68615,3106,57766
2/18/2022,Sumatera Utara,2202,4,120083,2917,105135
2/19/2022,Aceh,87,2,39326,2076,36542
2/19/2022,Bali,939,20,147486,4276,126343
2/19/2022,Banten,4709,8,240503,2782,168873
2/19/2022,Bengkulu,264,0,24878,477,22759
2/19/2022,DKI Jakarta,9453,24,1121541,14315,1045701
2/19/2022,Daerah Istimewa Yogyakarta,1964,3,171726,5307,153094
2/19/2022,Gorontalo,58,0,12324,461,11448
2/19/2022,Jambi,192,0,31547,791,29269
2/19/2022,Jawa Barat,12601,14,913512,14905,736065
2/19/2022,Jawa Tengah,5225,26,535147,30677,469188
2/19/2022,Jawa Timur,7946,29,485093,29988,422174
2/19/2022,Kalimantan Barat,570,1,46680,1068,42457
2/19/2022,Kalimantan Selatan,646,1,78135,2433,69452
2/19/2022,Kalimantan Tengah,541,0,49178,1442,44787
2/19/2022,Kalimantan Timur,1978,4,170819,5478,155320
2/19/2022,Kalimantan Utara,192,0,36708,811,35210
2/19/2022,Kepulauan Bangka Belitung,287,1,55018,1471,51501
2/19/2022,Kepulauan Riau,535,1,58587,1754,53585
2/19/2022,Lampung,965,3,57741,3902,46061
2/19/2022,Maluku,108,0,18078,278,15456
2/19/2022,Maluku Utara,118,0,12732,306,11852
2/19/2022,Nusa Tenggara Barat,307,0,33623,843,28551
2/19/2022,Nusa Tenggara Timur,420,0,67543,1357,63692
2/19/2022,Papua,541,0,42922,562,33719
2/19/2022,Papua Barat,467,0,27475,359,24275
2/19/2022,Riau,750,2,134901,4134,125606
2/19/2022,Sulawesi Barat,102,1,12797,351,12066
2/19/2022,Sulawesi Selatan,1885,5,122530,2275,108902
2/19/2022,Sulawesi Tengah,258,0,49068,1617,45938
2/19/2022,Sulawesi Tenggara,308,1,22787,536,20022
2/19/2022,Sulawesi Utara,983,1,41834,1074,34346
2/19/2022,Sumatera Barat,594,4,94687,2165,88473
2/19/2022,Sumatera Selatan,1042,3,69657,3109,57982
2/19/2022,Sumatera Utara,2349,4,122432,2921,105596
2/20/2022,Aceh,58,0,39384,2076,36575
2/20/2022,Bali,879,16,148365,4292,127965
2/20/2022,Banten,3604,8,244107,2790,171768
2/20/2022,Bengkulu,193,0,25071,477,22763
2/20/2022,DKI Jakarta,8136,33,1129677,14348,1057991
2/20/2022,Daerah Istimewa Yogyakarta,1807,4,173533,5311,153497
2/20/2022,Gorontalo,30,0,12354,461,11453
2/20/2022,Jambi,173,2,31720,793,29352
2/20/2022,Jawa Barat,10410,10,923922,14915,740198
2/20/2022,Jawa Tengah,4282,20,539429,30697,471340
2/20/2022,Jawa Timur,5766,22,490859,30010,427654
2/20/2022,Kalimantan Barat,583,2,47263,1070,42719
2/20/2022,Kalimantan Selatan,487,7,78622,2440,69626
2/20/2022,Kalimantan Tengah,464,0,49642,1442,44882
2/20/2022,Kalimantan Timur,1537,4,172356,5482,155758
2/20/2022,Kalimantan Utara,125,0,36833,811,35226
2/20/2022,Kepulauan Bangka Belitung,216,2,55234,1473,51602
2/20/2022,Kepulauan Riau,495,1,59082,1755,53726
2/20/2022,Lampung,891,7,58632,3909,46167
2/20/2022,Maluku,60,0,18138,278,15536
2/20/2022,Maluku Utara,48,0,12780,306,11857
2/20/2022,Nusa Tenggara Barat,280,0,33903,843,28826
2/20/2022,Nusa Tenggara Timur,417,0,67960,1357,63725
2/20/2022,Papua,311,0,43233,562,33719
2/20/2022,Papua Barat,256,1,27731,360,24470
2/20/2022,Riau,630,3,135531,4137,125800
2/20/2022,Sulawesi Barat,51,1,12848,352,12072
2/20/2022,Sulawesi Selatan,1515,5,124045,2280,109252
2/20/2022,Sulawesi Tengah,189,0,49257,1617,46021
2/20/2022,Sulawesi Tenggara,267,1,23054,537,20129
2/20/2022,Sulawesi Utara,1112,3,42946,1077,34415
2/20/2022,Sumatera Barat,567,3,95254,2168,88500
2/20/2022,Sumatera Selatan,711,5,70368,3114,58327
2/20/2022,Sumatera Utara,1934,4,124366,2925,106257
2/21/2022,Aceh,59,0,39443,2076,36580
2/21/2022,Bali,654,9,149019,4301,130487
2/21/2022,Banten,2611,1,246718,2791,176086
2/21/2022,Bengkulu,144,0,25215,477,22809
2/21/2022,DKI Jakarta,5358,25,1135035,14373,1070073
2/21/2022,Daerah Istimewa Yogyakarta,1274,5,174807,5316,153885
2/21/2022,Gorontalo,206,0,12560,461,11461
2/21/2022,Jambi,95,2,31815,795,29451
2/21/2022,Jawa Barat,8105,12,932027,14927,747181
2/21/2022,Jawa Tengah,3438,37,542867,30734,474154
2/21/2022,Jawa Timur,3621,39,494480,30049,432847
2/21/2022,Kalimantan Barat,370,2,47633,1072,42991
2/21/2022,Kalimantan Selatan,327,3,78949,2443,70436
2/21/2022,Kalimantan Tengah,199,0,49841,1442,45039
2/21/2022,Kalimantan Timur,1416,3,173772,5485,156420
2/21/2022,Kalimantan Utara,200,0,37033,811,35226
2/21/2022,Kepulauan Bangka Belitung,153,0,55387,1473,51761
2/21/2022,Kepulauan Riau,392,3,59474,1758,53842
2/21/2022,Lampung,571,2,59203,3911,46254
2/21/2022,Maluku,28,1,18166,279,15764
2/21/2022,Maluku Utara,66,0,12846,306,11870
2/21/2022,Nusa Tenggara Barat,131,5,34034,848,29225
2/21/2022,Nusa Tenggara Timur,492,1,68452,1358,63850
2/21/2022,Papua,293,0,43526,562,33719
2/21/2022,Papua Barat,154,0,27885,360,24680
2/21/2022,Riau,453,5,135984,4142,126142
2/21/2022,Sulawesi Barat,52,3,12900,355,12091
2/21/2022,Sulawesi Selatan,629,3,124674,2283,109628
2/21/2022,Sulawesi Tengah,248,1,49505,1618,46079
2/21/2022,Sulawesi Tenggara,171,0,23225,537,20284
2/21/2022,Sulawesi Utara,564,3,43510,1080,34440
2/21/2022,Sumatera Barat,92,2,95346,2170,88782
2/21/2022,Sumatera Selatan,469,11,70837,3125,58676
2/21/2022,Sumatera Utara,1382,5,125748,2930,106868
2/22/2022,Aceh,114,1,39557,2077,36642
2/22/2022,Bali,760,23,149779,4324,132619
2/22/2022,Banten,3954,12,250672,2803,181702
2/22/2022,Bengkulu,464,0,25679,477,22890
2/22/2022,DKI Jakarta,5208,38,1140243,14411,1079563
2/22/2022,Daerah Istimewa Yogyakarta,2450,6,177257,5322,154302
2/22/2022,Gorontalo,27,0,12587,461,11461
2/22/2022,Jambi,317,0,32132,795,29599
2/22/2022,Jawa Barat,13658,19,945685,14946,753157
2/22/2022,Jawa Tengah,4219,64,547086,30798,477427
2/22/2022,Jawa Timur,7569,43,502049,30092,438603
2/22/2022,Kalimantan Barat,761,1,48394,1073,43329
2/22/2022,Kalimantan Selatan,643,2,79592,2445,70657
2/22/2022,Kalimantan Tengah,449,3,50290,1445,45245
2/22/2022,Kalimantan Timur,2711,6,176483,5491,157088
2/22/2022,Kalimantan Utara,82,0,37115,811,35234
2/22/2022,Kepulauan Bangka Belitung,447,1,55834,1474,51869
2/22/2022,Kepulauan Riau,691,1,60165,1759,53976
2/22/2022,Lampung,1087,5,60290,3916,46384
2/22/2022,Maluku,80,0,18246,279,15946
2/22/2022,Maluku Utara,108,0,12954,306,11890
2/22/2022,Nusa Tenggara Barat,278,3,34312,851,29755
2/22/2022,Nusa Tenggara Timur,991,0,69443,1358,63926
2/22/2022,Papua,543,0,44069,562,33719
2/22/2022,Papua Barat,331,0,28216,360,25034
2/22/2022,Riau,653,7,136637,4149,126469
2/22/2022,Sulawesi Barat,106,0,13006,355,12109
2/22/2022,Sulawesi Selatan,2270,6,126944,2289,109782
2/22/2022,Sulawesi Tengah,568,0,50073,1618,46162
2/22/2022,Sulawesi Tenggara,320,0,23545,537,20423
2/22/2022,Sulawesi Utara,1112,4,44622,1084,34584
2/22/2022,Sumatera Barat,754,2,96100,2172,89092
2/22/2022,Sumatera Selatan,1166,9,72003,3134,59044
2/22/2022,Sumatera Utara,2348,3,128096,2933,107861
2/23/2022,Aceh,126,3,39683,2080,36695
2/23/2022,Bali,763,16,150542,4340,134077
2/23/2022,Banten,3984,5,254656,2808,186370
2/23/2022,Bengkulu,311,0,25990,477,22912
2/23/2022,DKI Jakarta,7295,53,1147538,14464,1087756
2/23/2022,Daerah Istimewa Yogyakarta,2635,8,179892,5330,154856
2/23/2022,Gorontalo,39,0,12626,461,11503
2/23/2022,Jambi,418,1,32550,796,29681
2/23/2022,Jawa Barat,14100,23,959785,14969,762834
2/23/2022,Jawa Tengah,5418,52,552504,30850,480675
2/23/2022,Jawa Timur,7486,48,509535,30140,444431
2/23/2022,Kalimantan Barat,793,0,49187,1073,43613
2/23/2022,Kalimantan Selatan,621,6,80213,2451,70999
2/23/2022,Kalimantan Tengah,438,0,50728,1445,45429
2/23/2022,Kalimantan Timur,2919,4,179402,5495,157607
2/23/2022,Kalimantan Utara,365,0,37480,811,35241
2/23/2022,Kepulauan Bangka Belitung,566,4,56400,1478,51941
2/23/2022,Kepulauan Riau,727,0,60892,1759,54041
2/23/2022,Lampung,1027,5,61317,3921,46490
2/23/2022,Maluku,35,1,18281,280,16184
2/23/2022,Maluku Utara,134,0,13088,306,11934
2/23/2022,Nusa Tenggara Barat,228,4,34540,855,30088
2/23/2022,Nusa Tenggara Timur,898,1,70341,1359,64025
2/23/2022,Papua,429,0,44498,562,33721
2/23/2022,Papua Barat,237,0,28453,360,25313
2/23/2022,Riau,998,4,137635,4153,126787
2/23/2022,Sulawesi Barat,142,1,13148,356,12135
2/23/2022,Sulawesi Selatan,1709,10,128653,2299,110218
2/23/2022,Sulawesi Tengah,396,1,50469,1619,46266
2/23/2022,Sulawesi Tenggara,328,2,23873,539,20547
2/23/2022,Sulawesi Utara,1115,2,45737,1086,34991
2/23/2022,Sumatera Barat,717,4,96817,2176,89190
2/23/2022,Sumatera Selatan,1193,7,73196,3141,59366
2/23/2022,Sumatera Utara,2898,6,130994,2939,108783
2/24/2022,Aceh,130,4,39813,2084,36727
2/24/2022,Bali,602,14,151144,4354,135492
2/24/2022,Banten,3354,6,258010,2814,190985
2/24/2022,Bengkulu,319,0,26309,477,22958
2/24/2022,DKI Jakarta,6855,47,1154393,14511,1100041
2/24/2022,Daerah Istimewa Yogyakarta,2866,8,182758,5338,155669
2/24/2022,Gorontalo,57,1,12683,462,11520
2/24/2022,Jambi,402,0,32952,796,29744
2/24/2022,Jawa Barat,12937,24,972722,14993,769587
2/24/2022,Jawa Tengah,6021,48,558525,30898,483858
2/24/2022,Jawa Timur,6643,50,516178,30190,450939
2/24/2022,Kalimantan Barat,857,2,50044,1075,43925
2/24/2022,Kalimantan Selatan,562,0,80775,2451,71222
2/24/2022,Kalimantan Tengah,365,2,51093,1447,45666
2/24/2022,Kalimantan Timur,2577,5,181979,5500,158674
2/24/2022,Kalimantan Utara,183,1,37663,812,35245
2/24/2022,Kepulauan Bangka Belitung,652,0,57052,1478,52147
2/24/2022,Kepulauan Riau,775,10,61667,1769,54166
2/24/2022,Lampung,994,6,62311,3927,46697
2/24/2022,Maluku,41,0,18322,280,16442
2/24/2022,Maluku Utara,120,0,13208,306,12008
2/24/2022,Nusa Tenggara Barat,147,3,34687,858,30374
2/24/2022,Nusa Tenggara Timur,799,1,71140,1360,64235
2/24/2022,Papua,414,0,44912,562,33721
2/24/2022,Papua Barat,190,0,28643,360,25498
2/24/2022,Riau,1032,6,138667,4159,127019
2/24/2022,Sulawesi Barat,165,0,13313,356,12161
2/24/2022,Sulawesi Selatan,1626,9,130279,2308,111036
2/24/2022,Sulawesi Tengah,540,0,51009,1619,46387
2/24/2022,Sulawesi Tenggara,231,4,24104,543,20844
2/24/2022,Sulawesi Utara,857,4,46594,1090,35288
2/24/2022,Sumatera Barat,652,6,97469,2182,89515
2/24/2022,Sumatera Selatan,963,7,74159,3148,59858
2/24/2022,Sumatera Utara,2557,4,133551,2943,109573
2/25/2022,Aceh,171,0,39984,2084,36764
2/25/2022,Bali,524,14,151668,4368,137098
2/25/2022,Banten,2696,5,260706,2819,213652
2/25/2022,Bengkulu,233,1,26542,478,22966
2/25/2022,DKI Jakarta,4524,41,1158917,14552,1104960
2/25/2022,Daerah Istimewa Yogyakarta,2778,9,185536,5347,156154
2/25/2022,Gorontalo,28,0,12711,462,11545
2/25/2022,Jambi,335,0,33287,796,29896
2/25/2022,Jawa Barat,11040,22,983762,15015,780111
2/25/2022,Jawa Tengah,4927,67,563452,30965,487510
2/25/2022,Jawa Timur,5729,32,521907,30222,457147
2/25/2022,Kalimantan Barat,1018,0,51062,1075,44397
2/25/2022,Kalimantan Selatan,404,4,81179,2455,72119
2/25/2022,Kalimantan Tengah,394,5,51487,1452,45922
2/25/2022,Kalimantan Timur,2225,7,184204,5507,159764
2/25/2022,Kalimantan Utara,599,0,38262,812,35275
2/25/2022,Kepulauan Bangka Belitung,573,4,57625,1482,52346
2/25/2022,Kepulauan Riau,728,1,62395,1770,54281
2/25/2022,Lampung,886,3,63197,3930,46909
2/25/2022,Maluku,13,0,18335,280,16609
2/25/2022,Maluku Utara,144,2,13352,308,12056
2/25/2022,Nusa Tenggara Barat,206,2,34893,860,30626
2/25/2022,Nusa Tenggara Timur,978,2,72118,1362,64411
2/25/2022,Papua,376,0,45288,562,33721
2/25/2022,Papua Barat,145,1,28788,361,25919
2/25/2022,Riau,787,4,139454,4163,127521
2/25/2022,Sulawesi Barat,185,0,13498,356,12182
2/25/2022,Sulawesi Selatan,1548,8,131827,2316,111533
2/25/2022,Sulawesi Tengah,529,0,51538,1619,46493
2/25/2022,Sulawesi Tenggara,190,1,24294,544,21061
2/25/2022,Sulawesi Utara,823,1,47417,1091,35647
2/25/2022,Sumatera Barat,537,2,98006,2184,89707
2/25/2022,Sumatera Selatan,765,4,74924,3152,60429
2/25/2022,Sumatera Utara,2525,2,136076,2945,110717
2/26/2022,Aceh,193,2,40177,2086,36820
2/26/2022,Bali,470,14,152138,4382,138309
2/26/2022,Banten,2395,8,263101,2827,218221
2/26/2022,Bengkulu,298,1,26840,479,23049
2/26/2022,DKI Jakarta,4675,31,1163592,14583,1104965
2/26/2022,Daerah Istimewa Yogyakarta,2750,10,188286,5357,156519
2/26/2022,Gorontalo,77,0,12788,462,11624
2/26/2022,Jambi,363,2,33650,798,29986
2/26/2022,Jawa Barat,9779,26,993541,15041,792403
2/26/2022,Jawa Tengah,5624,67,569076,31032,490311
2/26/2022,Jawa Timur,5413,47,527320,30269,463384
2/26/2022,Kalimantan Barat,932,1,51994,1076,44755
2/26/2022,Kalimantan Selatan,374,2,81553,2457,72643
2/26/2022,Kalimantan Tengah,324,0,51811,1452,46168
2/26/2022,Kalimantan Timur,2102,9,186306,5516,161216
2/26/2022,Kalimantan Utara,234,1,38496,813,35332
2/26/2022,Kepulauan Bangka Belitung,491,2,58116,1484,52534
2/26/2022,Kepulauan Riau,574,2,62969,1772,54293
2/26/2022,Lampung,872,7,64069,3937,47132
2/26/2022,Maluku,35,0,18370,280,16772
2/26/2022,Maluku Utara,91,0,13443,308,12096
2/26/2022,Nusa Tenggara Barat,160,3,35053,863,30877
2/26/2022,Nusa Tenggara Timur,975,0,73093,1362,64622
2/26/2022,Papua,348,0,45636,562,33721
2/26/2022,Papua Barat,217,1,29005,362,26134
2/26/2022,Riau,956,4,140410,4167,128162
2/26/2022,Sulawesi Barat,131,0,13629,356,12224
2/26/2022,Sulawesi Selatan,1311,2,133138,2318,111869
2/26/2022,Sulawesi Tengah,546,0,52084,1619,46661
2/26/2022,Sulawesi Tenggara,105,0,24399,544,21377
2/26/2022,Sulawesi Utara,552,4,47969,1095,36545
2/26/2022,Sumatera Barat,514,4,98520,2188,90066
2/26/2022,Sumatera Selatan,832,6,75756,3158,61139
2/26/2022,Sumatera Utara,2004,1,138080,2946,111591
2/27/2022,Aceh,125,1,40302,2087,36879
2/27/2022,Bali,334,10,152472,4392,139836
2/27/2022,Banten,1940,6,265041,2833,222494
2/27/2022,Bengkulu,110,3,26950,482,23106
2/27/2022,DKI Jakarta,3957,24,1167549,14607,1109028
2/27/2022,Daerah Istimewa Yogyakarta,2050,13,190336,5370,157364
2/27/2022,Gorontalo,66,0,12854,462,11639
2/27/2022,Jambi,274,0,33924,798,30172
2/27/2022,Jawa Barat,6457,17,999998,15058,797889
2/27/2022,Jawa Tengah,4541,46,573617,31078,494117
2/27/2022,Jawa Timur,3861,52,531181,30321,469626
2/27/2022,Kalimantan Barat,603,2,52597,1078,45382
2/27/2022,Kalimantan Selatan,289,5,81842,2462,73114
2/27/2022,Kalimantan Tengah,303,4,52114,1456,46482
2/27/2022,Kalimantan Timur,1528,9,187834,5525,162908
2/27/2022,Kalimantan Utara,256,0,38752,813,35342
2/27/2022,Kepulauan Bangka Belitung,378,3,58494,1487,52726
2/27/2022,Kepulauan Riau,714,0,63683,1772,54322
2/27/2022,Lampung,651,1,64720,3938,47400
2/27/2022,Maluku,12,0,18382,280,16910
2/27/2022,Maluku Utara,47,0,13490,308,12150
2/27/2022,Nusa Tenggara Barat,80,0,35133,863,31195
2/27/2022,Nusa Tenggara Timur,643,3,73736,1365,65002
2/27/2022,Papua,156,0,45792,562,33721
2/27/2022,Papua Barat,124,0,29129,362,26521
2/27/2022,Riau,756,3,141166,4170,128744
2/27/2022,Sulawesi Barat,94,1,13723,357,12260
2/27/2022,Sulawesi Selatan,1087,9,134225,2327,112752
2/27/2022,Sulawesi Tengah,386,2,52470,1621,46780
2/27/2022,Sulawesi Tenggara,130,1,24529,545,21555
2/27/2022,Sulawesi Utara,443,9,48412,1104,37068
2/27/2022,Sumatera Barat,393,3,98913,2191,90271
2/27/2022,Sumatera Selatan,587,5,76343,3163,61761
2/27/2022,Sumatera Utara,1602,8,139682,2954,112986
2/28/2022,Aceh,25,1,40327,2088,36916
2/28/2022,Bali,224,14,152696,4406,140839
2/28/2022,Banten,1058,7,266099,2840,227267
2/28/2022,Bengkulu,129,0,27079,482,23156
2/28/2022,DKI Jakarta,7300,60,1174849,14667,1120401
2/28/2022,Daerah Istimewa Yogyakarta,1253,15,191589,5385,157985
2/28/2022,Gorontalo,70,0,12924,462,11793
2/28/2022,Jambi,126,3,34050,801,30319
2/28/2022,Jawa Barat,3745,19,1003743,15077,803747
2/28/2022,Jawa Tengah,2904,32,576521,31110,498479
2/28/2022,Jawa Timur,2233,54,533414,30375,474247
2/28/2022,Kalimantan Barat,203,0,52800,1078,45820
2/28/2022,Kalimantan Selatan,105,2,81947,2464,73640
2/28/2022,Kalimantan Tengah,156,1,52270,1457,46729
2/28/2022,Kalimantan Timur,1068,4,188902,5529,164303
2/28/2022,Kalimantan Utara,346,2,39098,815,35391
2/28/2022,Kepulauan Bangka Belitung,170,0,58664,1487,52927
2/28/2022,Kepulauan Riau,324,3,64007,1775,54475
2/28/2022,Lampung,420,1,65140,3939,47775
2/28/2022,Maluku,3,1,18385,281,17046
2/28/2022,Maluku Utara,55,0,13545,308,12286
2/28/2022,Nusa Tenggara Barat,49,0,35182,863,31465
2/28/2022,Nusa Tenggara Timur,301,6,74037,1371,65318
2/28/2022,Papua,111,0,45903,562,33721
2/28/2022,Papua Barat,85,2,29214,364,26701
2/28/2022,Riau,515,6,141681,4176,129578
2/28/2022,Sulawesi Barat,35,3,13758,360,12310
2/28/2022,Sulawesi Selatan,449,10,134674,2337,113809
2/28/2022,Sulawesi Tengah,152,2,52622,1623,46976
2/28/2022,Sulawesi Tenggara,67,1,24596,546,21731
2/28/2022,Sulawesi Utara,219,1,48631,1105,37315
2/28/2022,Sumatera Barat,133,5,99046,2196,90407
2/28/2022,Sumatera Selatan,113,5,76456,3168,62443
2/28/2022,Sumatera Utara,906,2,140588,2956,114356
3/1/2022,Aceh,144,1,40471,2089,36956
3/1/2022,Bali,242,21,152938,4427,141963
3/1/2022,Banten,1095,9,267194,2849,231040
3/1/2022,Bengkulu,120,2,27199,484,23160
3/1/2022,DKI Jakarta,3635,25,1178484,14692,1125653
3/1/2022,Daerah Istimewa Yogyakarta,1600,13,193189,5398,158776
3/1/2022,Gorontalo,57,0,12981,462,11819
3/1/2022,Jambi,159,5,34209,806,30671
3/1/2022,Jawa Barat,4570,36,1008313,15113,811067
3/1/2022,Jawa Tengah,2340,65,578861,31175,503014
3/1/2022,Jawa Timur,2761,49,536175,30424,479801
3/1/2022,Kalimantan Barat,403,1,53203,1079,46350
3/1/2022,Kalimantan Selatan,182,5,82129,2469,74099
3/1/2022,Kalimantan Tengah,181,2,52451,1459,47004
3/1/2022,Kalimantan Timur,1300,11,190202,5540,165819
3/1/2022,Kalimantan Utara,185,4,39283,819,35398
3/1/2022,Kepulauan Bangka Belitung,223,1,58887,1488,53134
3/1/2022,Kepulauan Riau,302,0,64309,1775,54821
3/1/2022,Lampung,564,22,65704,3961,48090
3/1/2022,Maluku,8,2,18393,283,17216
3/1/2022,Maluku Utara,51,2,13596,310,12395
3/1/2022,Nusa Tenggara Barat,58,5,35240,868,32016
3/1/2022,Nusa Tenggara Timur,710,2,74747,1373,65634
3/1/2022,Papua,173,0,46076,562,33721
3/1/2022,Papua Barat,136,0,29350,364,27039
3/1/2022,Riau,515,8,142196,4184,130435
3/1/2022,Sulawesi Barat,86,0,13844,360,12373
3/1/2022,Sulawesi Selatan,614,4,135288,2341,114451
3/1/2022,Sulawesi Tengah,400,2,53022,1625,47372
3/1/2022,Sulawesi Tenggara,61,3,24657,549,22087
3/1/2022,Sulawesi Utara,408,1,49039,1106,37867
3/1/2022,Sumatera Barat,132,3,99178,2199,90596
3/1/2022,Sumatera Selatan,313,5,76769,3173,63091
3/1/2022,Sumatera Utara,1001,13,141589,2969,116649
3/2/2022,Aceh,231,2,40702,2091,37034
3/2/2022,Bali,308,17,153246,4444,142853
3/2/2022,Banten,1807,7,269001,2856,234176
3/2/2022,Bengkulu,298,3,27497,487,23197
3/2/2022,DKI Jakarta,4196,18,1182680,14710,1129670
3/2/2022,Daerah Istimewa Yogyakarta,2721,16,195910,5414,159279
3/2/2022,Gorontalo,163,1,13144,463,11866
3/2/2022,Jambi,419,3,34628,809,30844
3/2/2022,Jawa Barat,8569,40,1016882,15153,824326
3/2/2022,Jawa Tengah,3890,100,582751,31275,508128
3/2/2022,Jawa Timur,4911,57,541086,30481,485158
3/2/2022,Kalimantan Barat,1005,2,54208,1081,46967
3/2/2022,Kalimantan Selatan,279,7,82408,2476,74551
3/2/2022,Kalimantan Tengah,320,3,52771,1462,47280
3/2/2022,Kalimantan Timur,1980,4,192182,5544,167269
3/2/2022,Kalimantan Utara,343,0,39626,819,35463
3/2/2022,Kepulauan Bangka Belitung,580,3,59467,1491,53373
3/2/2022,Kepulauan Riau,473,9,64782,1784,55005
3/2/2022,Lampung,693,7,66397,3968,48859
3/2/2022,Maluku,17,0,18410,283,17384
3/2/2022,Maluku Utara,57,0,13653,310,12411
3/2/2022,Nusa Tenggara Barat,104,3,35344,871,32366
3/2/2022,Nusa Tenggara Timur,1374,9,76121,1382,66139
3/2/2022,Papua,256,0,46332,562,33721
3/2/2022,Papua Barat,191,1,29541,365,27394
3/2/2022,Riau,748,16,142944,4200,131050
3/2/2022,Sulawesi Barat,187,0,14031,360,12411
3/2/2022,Sulawesi Selatan,1008,11,136296,2352,115346
3/2/2022,Sulawesi Tengah,594,3,53616,1628,47599
3/2/2022,Sulawesi Tenggara,112,0,24769,549,22317
3/2/2022,Sulawesi Utara,382,4,49421,1110,38594
3/2/2022,Sumatera Barat,515,10,99693,2209,91033
3/2/2022,Sumatera Selatan,487,6,77256,3179,63820
3/2/2022,Sumatera Utara,1701,10,143290,2979,117668
3/3/2022,Aceh,216,2,40918,2093,37127
3/3/2022,Bali,172,2,153418,4446,142991
3/3/2022,Banten,1735,4,270736,2860,237142
3/3/2022,Bengkulu,186,1,27683,488,23306
3/3/2022,DKI Jakarta,4669,20,1187349,14730,1137560
3/3/2022,Daerah Istimewa Yogyakarta,2541,20,198451,5434,160671
3/3/2022,Gorontalo,130,1,13274,464,11942
3/3/2022,Jambi,445,2,35073,811,31016
3/3/2022,Jawa Barat,7645,27,1024527,15180,834992
3/3/2022,Jawa Tengah,3243,45,585994,31320,511023
3/3/2022,Jawa Timur,4135,44,545221,30525,490629
3/3/2022,Kalimantan Barat,942,1,55150,1082,47672
3/3/2022,Kalimantan Selatan,264,2,82672,2478,75283
3/3/2022,Kalimantan Tengah,227,1,52998,1463,47496
3/3/2022,Kalimantan Timur,1629,6,193811,5550,169196
3/3/2022,Kalimantan Utara,460,0,40086,819,35670
3/3/2022,Kepulauan Bangka Belitung,635,5,60102,1496,53687
3/3/2022,Kepulauan Riau,453,2,65235,1786,55490
3/3/2022,Lampung,750,2,67147,3970,49272
3/3/2022,Maluku,38,0,18448,283,17448
3/3/2022,Maluku Utara,71,0,13724,310,12472
3/3/2022,Nusa Tenggara Barat,116,3,35460,874,32620
3/3/2022,Nusa Tenggara Timur,1065,1,77186,1383,66699
3/3/2022,Papua,151,0,46483,562,33724
3/3/2022,Papua Barat,173,0,29714,365,27520
3/3/2022,Riau,725,4,143669,4204,131508
3/3/2022,Sulawesi Barat,150,3,14181,363,12446
3/3/2022,Sulawesi Selatan,843,6,137139,2358,116940
3/3/2022,Sulawesi Tengah,533,3,54149,1631,47785
3/3/2022,Sulawesi Tenggara,85,4,24854,553,22541
3/3/2022,Sulawesi Utara,327,4,49748,1114,39252
3/3/2022,Sumatera Barat,404,2,100097,2211,91245
3/3/2022,Sumatera Selatan,452,9,77708,3188,64617
3/3/2022,Sumatera Utara,1648,11,144938,2990,119415
3/4/2022,Aceh,145,3,41063,2096,37207
3/4/2022,Bali,93,11,153511,4457,144245
